"","Part","Tarefa","num","Frase","Tamanho","Número","escala","Gênero","Idade","Nativo","Escolar"
"390",5303,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur","1","Feminino",64,"Sim","Pós-graduação"
"391",5315,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","5","Feminino",64,"Sim","Pós-graduação"
"392",5327,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Feminino",64,"Sim","Pós-graduação"
"393",5339,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur","1","Feminino",64,"Sim","Pós-graduação"
"394",5351,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing","5","Feminino",64,"Sim","Pós-graduação"
"395",5363,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","1","Feminino",64,"Sim","Pós-graduação"
"396",5375,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","5","Feminino",64,"Sim","Pós-graduação"
"397",5387,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","5","Feminino",64,"Sim","Pós-graduação"
"398",5399,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","5","Feminino",64,"Sim","Pós-graduação"
"399",5411,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur","1","Feminino",64,"Sim","Pós-graduação"
"400",5423,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","1","Feminino",64,"Sim","Pós-graduação"
"401",5456,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"402",5468,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur",NA,"Feminino",23,"Sim","Ensino Superior completo ou cursando"
"403",5480,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"404",5492,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"405",5504,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"406",5516,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"407",5528,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"408",5540,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"409",5552,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"410",5564,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"411",5576,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"412",5588,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"413",5600,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"414",5612,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"415",5624,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"416",5636,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"417",5677,"experiment","21","Na jardineira da janela floresceu durante a tarde umas rosas vermelhas.","longa","plur","4","Feminino",26,"Sim","Ensino Médio completo"
"418",5689,"experiment","22","No escritório da firma desapareceu sem explicação um documento sigiloso.","longa","sing","4","Feminino",26,"Sim","Ensino Médio completo"
"419",5701,"experiment","17","No estádio olímpico ocorreu ontem à tarde umas competições fantásticas.","longa","plur","2","Feminino",26,"Sim","Ensino Médio completo"
"420",5713,"experiment","15","No canteiro do jardim desabrochou umas azaleias belíssimas.","curta","plur","5","Feminino",26,"Sim","Ensino Médio completo"
"421",5725,"experiment","16","Na pele da criança apareceu uma mancha escura.","curta","sing","3","Feminino",26,"Sim","Ensino Médio completo"
"422",5737,"experiment","25","No hospital universitário existe no ambulatório uns equipamento moderníssimos.","longa","plur","5","Feminino",26,"Sim","Ensino Médio completo"
"423",5749,"experiment","11","No solo adubado germinou umas sementes desconhecidas.","curta","plur","1","Feminino",26,"Sim","Ensino Médio completo"
"424",5761,"experiment","20","Na secretaria da escola chegou uma encomenda inesperada.","curta","sing","3","Feminino",26,"Sim","Ensino Médio completo"
"425",5773,"experiment","18","Na cozinha do restaurante sumiu ontem à noite um equipamento caro.","longa","sing","3","Feminino",26,"Sim","Ensino Médio completo"
"426",5785,"experiment","24","No estábulo do sítio adoeceu uma vaca leiteira.","curta","sing","2","Feminino",26,"Sim","Ensino Médio completo"
"427",5797,"experiment","23","No vaso da varanda brotou umas plantas desconhecidas.","curta","plur","1","Feminino",26,"Sim","Ensino Médio completo"
"428",5809,"experiment","26","Na bomba d'água surgiu abruptamente um barulho esquisito.","longa","sing","1","Feminino",26,"Sim","Ensino Médio completo"
"429",5821,"experiment","14","Na escola municipal aconteceu ontem de manhã uma reunião pedagógica.","longa","sing","1","Feminino",26,"Sim","Ensino Médio completo"
"430",5833,"experiment","19","Do estacionamento do prédio saiu uns carros importados.","curta","plur","5","Feminino",26,"Sim","Ensino Médio completo"
"431",5845,"experiment","12","Na praça central murchou uma flor delicada.","curta","sing","2","Feminino",26,"Sim","Ensino Médio completo"
"432",5857,"experiment","13","No quintal da casa caiu abruptamente uns balões gigantes.","longa","plur","1","Feminino",26,"Sim","Ensino Médio completo"
"433",5890,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"434",5902,"experiment","22","No escritório da firma desapareceu uns documentos sigilosos.","curta","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"435",5914,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"436",5926,"experiment","14","Na escola municipal aconteceu umas reuniões pedagógicas.","curta","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"437",5938,"experiment","26","Na bomba d’água surgiu uns barulhos esquisitos.","curta","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"438",5950,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"439",5962,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"440",5974,"experiment","21","Na jardineira da janela floresceu uma rosa vermelha.","curta","sing","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"441",5986,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"442",5998,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"443",6010,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","4","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"444",6022,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"445",6034,"experiment","25","No hospital universitário existe um equipamento moderníssimo.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"446",6046,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"447",6058,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur","1","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"448",6070,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur","5","Feminino",23,"Sim","Ensino Superior completo ou cursando"
"449",6111,"experiment","16","Na pele da criança apareceu estranhamente uma mancha escura.","longa","sing","2","Feminino",40,"Sim","Pós-graduação"
"450",6123,"experiment","12","Na praça central murchou rapidamente uma flor delicada.","longa","sing","3","Feminino",40,"Sim","Pós-graduação"
"451",6135,"experiment","11","No solo adubado germinou ontem à tarde umas sementes desconhecidas.","longa","plur","5","Feminino",40,"Sim","Pós-graduação"
"452",6147,"experiment","26","Na bomba d’água surgiu um barulho esquisito.","curta","sing","3","Feminino",40,"Sim","Pós-graduação"
"453",6159,"experiment","23","No vaso da varanda brotou com muito vigor umas plantas desconhecidas.","longa","plur","5","Feminino",40,"Sim","Pós-graduação"
"454",6171,"experiment","25","No hospital universitário existe uns equipamentos moderníssimos.","curta","plur","5","Feminino",40,"Sim","Pós-graduação"
"455",6183,"experiment","13","No quintal da casa caiu uns balões gigantes.","curta","plur","1","Feminino",40,"Sim","Pós-graduação"
"456",6195,"experiment","15","No canteiro do jardim desabrochou repentinamente umas azaleias belíssimas.","longa","plur","5","Feminino",40,"Sim","Pós-graduação"
"457",6207,"experiment","19","Do estacionamento do prédio saiu subitamente uns carros importados.","longa","plur","4","Feminino",40,"Sim","Pós-graduação"
"458",6219,"experiment","17","No estádio olímpico ocorreu umas competições fantásticas.","curta","plur","3","Feminino",40,"Sim","Pós-graduação"
"459",6231,"experiment","24","No estábulo do sítio adoeceu devido ao frio uma vaca leiteira.","longa","sing","1","Feminino",40,"Sim","Pós-graduação"
"460",6243,"experiment","22","No escritório da firma desapareceu um documento sigiloso.","curta","sing","4","Feminino",40,"Sim","Pós-graduação"
"461",6255,"experiment","21","Na jardineira da janela floresceu umas rosas vermelhas.","curta","plur","4","Feminino",40,"Sim","Pós-graduação"
"462",6267,"experiment","20","Na secretaria da escola chegou ontem à noite uma encomenda inesperada.","longa","sing","4","Feminino",40,"Sim","Pós-graduação"
"463",6279,"experiment","14","Na escola municipal aconteceu uma reunião pedagógica.","curta","sing","5","Feminino",40,"Sim","Pós-graduação"
"464",6291,"experiment","18","Na cozinha do restaurante sumiu um equipamento caro.","curta","sing","5","Feminino",40,"Sim","Pós-graduação"
"465",6324,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","5","Masculino",42,"Sim","Pós-graduação"
"466",6336,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing",NA,"Masculino",42,"Sim","Pós-graduação"
"467",6348,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","4","Masculino",42,"Sim","Pós-graduação"
"468",6360,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","4","Masculino",42,"Sim","Pós-graduação"
"469",6372,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","4","Masculino",42,"Sim","Pós-graduação"
"470",6384,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur","4","Masculino",42,"Sim","Pós-graduação"
"471",6396,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur","2","Masculino",42,"Sim","Pós-graduação"
"472",6408,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing","2","Masculino",42,"Sim","Pós-graduação"
"473",6420,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","3","Masculino",42,"Sim","Pós-graduação"
"474",6432,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing","5","Masculino",42,"Sim","Pós-graduação"
"475",6444,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","5","Masculino",42,"Sim","Pós-graduação"
"476",6456,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur","5","Masculino",42,"Sim","Pós-graduação"
"477",6468,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","5","Masculino",42,"Sim","Pós-graduação"
"478",6480,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","4","Masculino",42,"Sim","Pós-graduação"
"479",6492,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur","4","Masculino",42,"Sim","Pós-graduação"
"480",6504,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","4","Masculino",42,"Sim","Pós-graduação"
"481",6545,"experiment","23","No vaso da varanda brotou umas plantas desconhecidas.","curta","plur","2","Feminino",60,"Sim","Pós-graduação"
"482",6557,"experiment","17","No estádio olímpico ocorreu ontem à tarde umas competições fantásticas.","longa","plur","5","Feminino",60,"Sim","Pós-graduação"
"483",6569,"experiment","20","Na secretaria da escola chegou uma encomenda inesperada.","curta","sing","5","Feminino",60,"Sim","Pós-graduação"
"484",6581,"experiment","25","No hospital universitário existe no ambulatório uns equipamento moderníssimos.","longa","plur","1","Feminino",60,"Sim","Pós-graduação"
"485",6593,"experiment","15","No canteiro do jardim desabrochou umas azaleias belíssimas.","curta","plur","1","Feminino",60,"Sim","Pós-graduação"
"486",6605,"experiment","16","Na pele da criança apareceu uma mancha escura.","curta","sing","5","Feminino",60,"Sim","Pós-graduação"
"487",6617,"experiment","18","Na cozinha do restaurante sumiu ontem à noite um equipamento caro.","longa","sing","3","Feminino",60,"Sim","Pós-graduação"
"488",6629,"experiment","12","Na praça central murchou uma flor delicada.","curta","sing","4","Feminino",60,"Sim","Pós-graduação"
"489",6641,"experiment","21","Na jardineira da janela floresceu durante a tarde umas rosas vermelhas.","longa","plur","5","Feminino",60,"Sim","Pós-graduação"
"490",6653,"experiment","14","Na escola municipal aconteceu ontem de manhã uma reunião pedagógica.","longa","sing","5","Feminino",60,"Sim","Pós-graduação"
"491",6665,"experiment","24","No estábulo do sítio adoeceu uma vaca leiteira.","curta","sing","1","Feminino",60,"Sim","Pós-graduação"
"492",6677,"experiment","22","No escritório da firma desapareceu sem explicação um documento sigiloso.","longa","sing","1","Feminino",60,"Sim","Pós-graduação"
"493",6689,"experiment","19","Do estacionamento do prédio saiu uns carros importados.","curta","plur","1","Feminino",60,"Sim","Pós-graduação"
"494",6701,"experiment","26","Na bomba d'água surgiu abruptamente um barulho esquisito.","longa","sing","5","Feminino",60,"Sim","Pós-graduação"
"495",6713,"experiment","13","No quintal da casa caiu abruptamente uns balões gigantes.","longa","plur","5","Feminino",60,"Sim","Pós-graduação"
"496",6725,"experiment","11","No solo adubado germinou umas sementes desconhecidas.","curta","plur","5","Feminino",60,"Sim","Pós-graduação"
"497",6762,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"498",6774,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"499",6786,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"500",6798,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","4","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"501",6810,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur","3","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"502",6822,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","3","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"503",6834,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"504",6846,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"505",6858,"experiment","26","Na bomba d’água surgiu uns barulhos esquisitos.","curta","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"506",6870,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur","1","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"507",6882,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"508",6894,"experiment","14","Na escola municipal aconteceu umas reuniões pedagógicas.","curta","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"509",6906,"experiment","22","No escritório da firma desapareceu uns documentos sigilosos.","curta","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"510",6918,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"511",6930,"experiment","21","Na jardineira da janela floresceu uma rosa vermelha.","curta","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"512",6942,"experiment","25","No hospital universitário existe um equipamento moderníssimo.","curta","sing","5","Feminino",27,"Sim","Ensino Superior completo ou cursando"
"513",6979,"experiment","25","No hospital universitário existe uns equipamentos moderníssimos.","curta","plur","5","Feminino",16,"Sim","Ensino Médio incompleto"
"514",6991,"experiment","16","Na pele da criança apareceu estranhamente uma mancha escura.","longa","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"515",7003,"experiment","11","No solo adubado germinou ontem à tarde umas sementes desconhecidas.","longa","plur",NA,"Feminino",16,"Sim","Ensino Médio incompleto"
"516",7015,"experiment","22","No escritório da firma desapareceu um documento sigiloso.","curta","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"517",7027,"experiment","12","Na praça central murchou rapidamente uma flor delicada.","longa","sing","2","Feminino",16,"Sim","Ensino Médio incompleto"
"518",7039,"experiment","26","Na bomba d’água surgiu um barulho esquisito.","curta","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"519",7051,"experiment","19","Do estacionamento do prédio saiu subitamente uns carros importados.","longa","plur","4","Feminino",16,"Sim","Ensino Médio incompleto"
"520",7063,"experiment","23","No vaso da varanda brotou com muito vigor umas plantas desconhecidas.","longa","plur","5","Feminino",16,"Sim","Ensino Médio incompleto"
"521",7075,"experiment","20","Na secretaria da escola chegou ontem à noite uma encomenda inesperada.","longa","sing","4","Feminino",16,"Sim","Ensino Médio incompleto"
"522",7087,"experiment","15","No canteiro do jardim desabrochou repentinamente umas azaleias belíssimas.","longa","plur","2","Feminino",16,"Sim","Ensino Médio incompleto"
"523",7099,"experiment","14","Na escola municipal aconteceu uma reunião pedagógica.","curta","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"524",7111,"experiment","21","Na jardineira da janela floresceu umas rosas vermelhas.","curta","plur","5","Feminino",16,"Sim","Ensino Médio incompleto"
"525",7123,"experiment","18","Na cozinha do restaurante sumiu um equipamento caro.","curta","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"526",7135,"experiment","24","No estábulo do sítio adoeceu devido ao frio uma vaca leiteira.","longa","sing","5","Feminino",16,"Sim","Ensino Médio incompleto"
"527",7147,"experiment","17","No estádio olímpico ocorreu umas competições fantásticas.","curta","plur","5","Feminino",16,"Sim","Ensino Médio incompleto"
"528",7159,"experiment","13","No quintal da casa caiu uns balões gigantes.","curta","plur","5","Feminino",16,"Sim","Ensino Médio incompleto"
"529",7192,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"530",7204,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","5","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"531",7216,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"532",7228,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"533",7240,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"534",7252,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur","3","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"535",7264,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur","3","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"536",7276,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","3","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"537",7288,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","5","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"538",7300,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"539",7312,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"540",7324,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"541",7336,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","4","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"542",7348,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","2","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"543",7360,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing","1","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"544",7372,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","5","Feminino",21,"Sim","Ensino Superior completo ou cursando"
"545",7409,"experiment","21","Na jardineira da janela floresceu durante a tarde umas rosas vermelhas.","longa","plur","1","Masculino",23,"Sim","Pós-graduação"
"546",7421,"experiment","15","No canteiro do jardim desabrochou umas azaleias belíssimas.","curta","plur","3","Masculino",23,"Sim","Pós-graduação"
"547",7433,"experiment","19","Do estacionamento do prédio saiu uns carros importados.","curta","plur","2","Masculino",23,"Sim","Pós-graduação"
"548",7445,"experiment","18","Na cozinha do restaurante sumiu ontem à noite um equipamento caro.","longa","sing","3","Masculino",23,"Sim","Pós-graduação"
"549",7457,"experiment","26","Na bomba d'água surgiu abruptamente um barulho esquisito.","longa","sing","3","Masculino",23,"Sim","Pós-graduação"
"550",7469,"experiment","23","No vaso da varanda brotou umas plantas desconhecidas.","curta","plur","4","Masculino",23,"Sim","Pós-graduação"
"551",7481,"experiment","13","No quintal da casa caiu abruptamente uns balões gigantes.","longa","plur","3","Masculino",23,"Sim","Pós-graduação"
"552",7493,"experiment","12","Na praça central murchou uma flor delicada.","curta","sing","4","Masculino",23,"Sim","Pós-graduação"
"553",7505,"experiment","24","No estábulo do sítio adoeceu uma vaca leiteira.","curta","sing","4","Masculino",23,"Sim","Pós-graduação"
"554",7517,"experiment","25","No hospital universitário existe no ambulatório uns equipamento moderníssimos.","longa","plur","5","Masculino",23,"Sim","Pós-graduação"
"555",7529,"experiment","20","Na secretaria da escola chegou uma encomenda inesperada.","curta","sing","3","Masculino",23,"Sim","Pós-graduação"
"556",7541,"experiment","17","No estádio olímpico ocorreu ontem à tarde umas competições fantásticas.","longa","plur","4","Masculino",23,"Sim","Pós-graduação"
"557",7553,"experiment","11","No solo adubado germinou umas sementes desconhecidas.","curta","plur","4","Masculino",23,"Sim","Pós-graduação"
"558",7565,"experiment","14","Na escola municipal aconteceu ontem de manhã uma reunião pedagógica.","longa","sing","2","Masculino",23,"Sim","Pós-graduação"
"559",7577,"experiment","22","No escritório da firma desapareceu sem explicação um documento sigiloso.","longa","sing","5","Masculino",23,"Sim","Pós-graduação"
"560",7589,"experiment","16","Na pele da criança apareceu uma mancha escura.","curta","sing","4","Masculino",23,"Sim","Pós-graduação"
"561",7626,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur","2","Feminino",64,"Não","Pós-graduação"
"562",7638,"experiment","25","No hospital universitário existe um equipamento moderníssimo.","curta","sing","5","Feminino",64,"Não","Pós-graduação"
"563",7650,"experiment","22","No escritório da firma desapareceu uns documentos sigilosos.","curta","plur","1","Feminino",64,"Não","Pós-graduação"
"564",7662,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","1","Feminino",64,"Não","Pós-graduação"
"565",7674,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Feminino",64,"Não","Pós-graduação"
"566",7686,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing","4","Feminino",64,"Não","Pós-graduação"
"567",7698,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","1","Feminino",64,"Não","Pós-graduação"
"568",7710,"experiment","26","Na bomba d’água surgiu uns barulhos esquisitos.","curta","plur","5","Feminino",64,"Não","Pós-graduação"
"569",7722,"experiment","14","Na escola municipal aconteceu umas reuniões pedagógicas.","curta","plur","2","Feminino",64,"Não","Pós-graduação"
"570",7734,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","4","Feminino",64,"Não","Pós-graduação"
"571",7746,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","1","Feminino",64,"Não","Pós-graduação"
"572",7758,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur","1","Feminino",64,"Não","Pós-graduação"
"573",7770,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","5","Feminino",64,"Não","Pós-graduação"
"574",7782,"experiment","21","Na jardineira da janela floresceu uma rosa vermelha.","curta","sing","5","Feminino",64,"Não","Pós-graduação"
"575",7794,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur","5","Feminino",64,"Não","Pós-graduação"
"576",7806,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","5","Feminino",64,"Não","Pós-graduação"
"577",7847,"experiment","23","No vaso da varanda brotou com muito vigor umas plantas desconhecidas.","longa","plur","3","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"578",7859,"experiment","21","Na jardineira da janela floresceu umas rosas vermelhas.","curta","plur","3","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"579",7871,"experiment","14","Na escola municipal aconteceu uma reunião pedagógica.","curta","sing","2","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"580",7883,"experiment","17","No estádio olímpico ocorreu umas competições fantásticas.","curta","plur","1","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"581",7895,"experiment","15","No canteiro do jardim desabrochou repentinamente umas azaleias belíssimas.","longa","plur",NA,"Masculino",43,"Sim","Ensino Superior completo ou cursando"
"582",7907,"experiment","19","Do estacionamento do prédio saiu subitamente uns carros importados.","longa","plur",NA,"Masculino",43,"Sim","Ensino Superior completo ou cursando"
"583",7919,"experiment","22","No escritório da firma desapareceu um documento sigiloso.","curta","sing","3","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"584",7931,"experiment","18","Na cozinha do restaurante sumiu um equipamento caro.","curta","sing","5","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"585",7943,"experiment","20","Na secretaria da escola chegou ontem à noite uma encomenda inesperada.","longa","sing","4","Masculino",43,"Sim","Ensino Superior completo ou cursando"
